url,error,title,rooms,number,area,price,price_per_meter,completion_date,presentation_url,detail_Проект,detail_Метро,detail_Адрес,detail_Корпус,detail_Секция,detail_Этаж,detail_Высота потолков,room_size_Прихожая,room_size_Кухня-столовая,room_size_Спальня,room_size_Санузел,room_size_Гардеробная,feature_Планировка_title,feature_Планировка_desc,feature_Планировка_images_count,feature_Планировка_first_image,feature_План этажа_title,feature_План этажа_desc,feature_План этажа_images_count,feature_План этажа_first_image,feature_Архитектура_title,feature_Архитектура_desc,feature_Архитектура_images_count,feature_Архитектура_first_image,feature_Квартиры с террасами_title,feature_Квартиры с террасами_desc,feature_Квартиры с террасами_images_count,feature_Квартиры с террасами_first_image,feature_Подземный паркинг_title,feature_Подземный паркинг_desc,feature_Подземный паркинг_images_count,feature_Подземный паркинг_first_image,feature_Urban лобби_title,feature_Urban лобби_desc,feature_Urban лобби_images_count,feature_Urban лобби_first_image,feature_Социальная инфраструктура_title,feature_Социальная инфраструктура_desc,feature_Социальная инфраструктура_images_count,feature_Социальная инфраструктура_first_image,feature_Набережная_title,feature_Набережная_desc,feature_Набережная_images_count,feature_Набережная_first_image,feature_Благоустройство_title,feature_Благоустройство_desc,feature_Благоустройство_images_count,feature_Благоустройство_first_image,room_size_Ванная,room_size_Комната,room_size_Кухня-ниша,room_size_Балкон,feature_Таунхаусы с ключами_title,feature_Таунхаусы с ключами_desc,feature_Таунхаусы с ключами_images_count,feature_Таунхаусы с ключами_first_image,feature_Парки_title,feature_Парки_desc,feature_Парки_images_count,feature_Парки_first_image,room_size_Кухня,room_size_Совмещенный санузел,room_size_Коридор,room_size_Лоджия,feature_Архитектурный облик_title,feature_Архитектурный облик_desc,feature_Архитектурный облик_images_count,feature_Архитектурный облик_first_image,feature_Акцентная подсветка фасадов_title,feature_Акцентная подсветка фасадов_desc,feature_Акцентная подсветка фасадов_images_count,feature_Акцентная подсветка фасадов_first_image,feature_Лобби_title,feature_Лобби_desc,feature_Лобби_images_count,feature_Лобби_first_image,feature_Квартирография_title,feature_Квартирография_desc,feature_Квартирография_images_count,feature_Квартирография_first_image,feature_Окружение_title,feature_Окружение_desc,feature_Окружение_images_count,feature_Окружение_first_image,room_size_Гостиная,feature_Уникальное благоустройство_title,feature_Уникальное благоустройство_desc,feature_Уникальное благоустройство_images_count,feature_Уникальное благоустройство_first_image,feature_Редкие форматы квартир_title,feature_Редкие форматы квартир_desc,feature_Редкие форматы квартир_images_count,feature_Редкие форматы квартир_first_image,feature_Квартира с просторной террасой_title,feature_Квартира с просторной террасой_desc,feature_Квартира с просторной террасой_images_count,feature_Стильные холлы и лобби_title,feature_Стильные холлы и лобби_desc,feature_Стильные холлы и лобби_images_count,feature_Инфраструктура_title,feature_Инфраструктура_desc,feature_Инфраструктура_images_count,feature_Квартира с просторной террасой_first_image,feature_Стильные холлы и лобби_first_image,feature_Инфраструктура_first_image,room_size_Комната-НП,feature_Уникальные квартиры с террасами_title,feature_Уникальные квартиры с террасами_desc,feature_Уникальные квартиры с террасами_images_count,feature_Уникальные квартиры с террасами_first_image,feature_Архитектура и лобби_title,feature_Архитектура и лобби_desc,feature_Архитектура и лобби_images_count,feature_Архитектура и лобби_first_image,feature_Широкий выбор планировок_title,feature_Широкий выбор планировок_desc,feature_Широкий выбор планировок_images_count,feature_Широкий выбор планировок_first_image,feature_Место встречи: лобби_title,feature_Место встречи: лобби_desc,feature_Место встречи: лобби_images_count,feature_Место встречи: лобби_first_image,room_size_Терраса,room_size_Кухня-гостиная,room_size_Подсобное помещение,room_size_Постирочная,room_size_Холл,room_size_Кладовая,room_size_Кабинет-н,feature_Год_images_count,feature_Всё время_images_count,feature_Фото_images_count,feature_Трансляция_images_count,feature_Карта_images_count,feature_Панорама_images_count,feature_Офис продаж_images_count,room_size_Гостиная-(н),room_size_Тамбур,room_size_Лестница,room_size_Помещение,room_size_Кабинет
https://etalongroup.ru/msk/choose/83467/,,"3-комн. квартира №159, 93.5 м²",3.0,159.0,5.0,50430756.0,539367.0,IV квартал 2025,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42000000000192271,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 5",Секция 5.1,4 из 7,3.12 м,3.8,28.9,12,5.2,3.1,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Квартиры с террасами,"Большой выбор квартир с террасами — от 2-комнатных до 5-комнатных. Террасы, с которых открывается жи...",1.0,/upload/kelnik.adminpage/b48/olyakjywa93zflaiur5xx62ljzhipnjv.jpg,Подземный паркинг,Мечта практически любого москвича — дворы без машин — будет воплощена в жизнь благодаря подземному п...,1.0,/upload/kelnik.adminpage/c0b/0pkucorlxsy43gyagzrb2dzbras5tvwc.jpg,Входная группа,Лобби в стиле урбан-минимализма удивит вас своим простором и функциональностью. Помимо привычных кол...,1.0,/upload/kelnik.adminpage/250/i84iklkx1laxpe19mpl8edlb91xx2u2z.jpg,Социальная инфраструктура,На территории жилого квартала планируется строительство обучающих и развивающих локаций: 6 детских с...,1.0,/upload/kelnik.adminpage/711/hnlth1fvne787id7ts3z4s285yy6p4qq.jpg,Набережная,"Река — идеальное соседство для района нового формата и множество преимуществ: отличная экология, ощу...",1.0,/upload/kelnik.adminpage/042/i4i0v3y9k5bh5nrbhl0k93v7plcn4nsx.jpg,Благоустройство,Инновационной станет и внутренняя логистика квартала. Сеть комфортных пешеходных маршрутов создана с...,1.0,/upload/kelnik.adminpage/61f/d0cede21qlr8sizj5lt65heod70oij1o.jpg,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/56899/,,"1-комн. квартира №35, 56.9 м²",1.0,35.0,9.0,25317059.0,444940.0,-25%,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42000000000170604,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","1 очередь, корпус 12",Секция 3,7 из 11,,5.4,16.7,,,,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Квартиры с террасами,"Большой выбор квартир с террасами — от 2-комнатных до 5-комнатных. Террасы, с которых открывается жи...",1.0,/upload/kelnik.adminpage/b48/olyakjywa93zflaiur5xx62ljzhipnjv.jpg,Подземный паркинг,Мечта практически любого москвича — дворы без машин — будет воплощена в жизнь благодаря подземному п...,1.0,/upload/kelnik.adminpage/c0b/0pkucorlxsy43gyagzrb2dzbras5tvwc.jpg,Входная группа,Лобби в стиле урбан-минимализма удивит вас своим простором и функциональностью. Помимо привычных кол...,1.0,/upload/kelnik.adminpage/250/i84iklkx1laxpe19mpl8edlb91xx2u2z.jpg,Социальная инфраструктура,На территории жилого квартала планируется строительство обучающих и развивающих локаций: 6 детских с...,1.0,/upload/kelnik.adminpage/711/hnlth1fvne787id7ts3z4s285yy6p4qq.jpg,Набережная,"Река — идеальное соседство для района нового формата и множество преимуществ: отличная экология, ощу...",1.0,/upload/kelnik.adminpage/042/i4i0v3y9k5bh5nrbhl0k93v7plcn4nsx.jpg,Благоустройство,Инновационной станет и внутренняя логистика квартала. Сеть комфортных пешеходных маршрутов создана с...,1.0,/upload/kelnik.adminpage/61f/d0cede21qlr8sizj5lt65heod70oij1o.jpg,6,18.5,,,,,,,,,,,,,4.6,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/55619/,,"3-комн. квартира №34, 122.7 м²",3.0,34.0,7.0,85480122.0,696660.0,IV квартал 2025,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42000000000172992,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 2,Секция 2,3 из 10,3.3 м,,,,3.8,7.1,Окружение,"Ваш будущий дом расположен в уже сложившемся Павелецком районе, где есть абсолютно всё, что нужно дл...",3.0,/upload/kelnik.adminpage/595/6ipnxvainpbxslut7ax21z8k1fw059c6.jpg,Окружение,"Ваш будущий дом расположен в уже сложившемся Павелецком районе, где есть абсолютно всё, что нужно дл...",3.0,/upload/kelnik.adminpage/595/6ipnxvainpbxslut7ax21z8k1fw059c6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,Благоустройство,"Двор в Voxhall — не просто тихое место отдыха, а живое и энергичное продолжение городской жизни. Мы ...",1.0,/upload/kelnik.adminpage/798/gl812sdza82fsky3r6p2ktj3m7pc5092.jpg,,21.2,,,,,,,,,,,40.6,,7.4,,,,,,,,,,,,,,,,,,Окружение,"Ваш будущий дом расположен в уже сложившемся Павелецком районе, где есть абсолютно всё, что нужно дл...",3.0,/upload/kelnik.adminpage/595/6ipnxvainpbxslut7ax21z8k1fw059c6.jpg,,,,,,,,,,,,,,,,,,,,,,,Уникальные квартиры с террасами,"Уникальные квартиры и апартаменты включают в себя просторные террасы, порой даже две. С них открывае...",3.0,/upload/kelnik.adminpage/9c3/5w52cw41up5iimaaihbuh78zuiohrfwv.jpg,Архитектура и лобби,Проект Voxhall концентрирует в себе строгий внешний вид центральных районов мировых столиц с классич...,3.0,/upload/kelnik.adminpage/7a2/y2d66o4rhe41b73stvy6u8xgrxyk6j0a.jpg,Широкий выбор планировок,"Voxhall предлагает идеальные варианты планировок для всех: семей, индивидуалистов или тех, чьи дети ...",1.0,/upload/kelnik.adminpage/e4a/0abndqfr7lg0es1v8vkqx4nn5eq0jt2k.jpg,,,,,,,2.1,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/97202/,,"1-комн. квартира №796, 55.4 м²",1.0,796.0,4.0,27680563.0,499650.0,II квартал 2027,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42000000000253544,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 3",Секция 3.1,8 из 35,3 м,5.1,23.2,,5,,Архитектурный облик,Проект Nagatino i-Land разрабатывался британским бюро AHR с почти 200-летней историей. Основа концеп...,1.0,/upload/kelnik.adminpage/772/x23qgs5h0k3k84zgeq6520zg1txm2htw.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,,,,,,,,,,,,,,,Архитектурный облик,Проект Nagatino i-Land разрабатывался британским бюро AHR с почти 200-летней историей. Основа концеп...,1.0,/upload/kelnik.adminpage/772/x23qgs5h0k3k84zgeq6520zg1txm2htw.jpg,,,,,,,,,,,,,,,,,,Уникальное благоустройство,"Расположение комплекса на берегу Москвы-реки, при этом окруженного водой с двух сторон, вдохновило а...",1.0,/upload/kelnik.adminpage/b88/x8p7mlrkhibs8h8ht2x0kkmghpgxoujf.jpg,Редкие форматы квартир,"В проекте представлено множество эргономичных планировок, среди которых Вы легко сможете выбрать для...",1.0,/upload/kelnik.adminpage/261/ibv1g1z812c3kf5bieono543y9aojc26.jpg,Квартира с просторной террасой,"В проекте представлены уникальные квартиры с просторными террасами, которые делают идею комфорта и г...",1.0,Основная идея – единство противоположностей,Интерьер лобби каждого корпуса уникален и органично сочетается с внешним обликом каждой башни. Для р...,1.0,Инфраструктура,Расположенная в развитом Даниловском районе Москвы инфраструктура Nagatino i-Land предоставляет всё ...,1.0,/upload/kelnik.adminpage/c89/6c5rtcjkgwiwbmsr42cy9p80jav2jljl.jpg,/upload/kelnik.adminpage/855/f0in3a2vpvd3lf2ya7qgagc21iru5uwr.jpg,/upload/kelnik.adminpage/802/ssvoemib2cjvxtbwhrp5sqv4nv2547dr.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/115399/,,"2-комн. квартира №34, 61 м²",2.0,34.0,61.0,30951279.0,507399.0,II квартал 2028,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42500000000283011,Sokolinn Park,Бульвар Рокоссовского,"г. Москва, ВАО, Богородское, 3-я Гражданская ул., влд.1",Корпус 1,Секция 1.1,5 из 13,2.87 м,5.2,19,,,,Архитектурный облик,Архитектурная концепция Sokolinn Park сочетает эстетику и функциональность. Фасады зданий выполнены ...,3.0,/upload/kelnik.adminpage/aa8/yymnkwr6lzzaro3ba4ks0y6h4fjob4qi.jpg,Архитектурный облик,Архитектурная концепция Sokolinn Park сочетает эстетику и функциональность. Фасады зданий выполнены ...,3.0,/upload/kelnik.adminpage/aa8/yymnkwr6lzzaro3ba4ks0y6h4fjob4qi.jpg,,,,,,,,,,,,,,,,,,,,,,,,,Благоустройство,Благоустройство придомовой территории Sokolinn Park разработано с учётом разнообразных сценариев исп...,1.0,/upload/kelnik.adminpage/af4/j7jrkfqkfm5n9gk5mw1vipp49gdf4mii.jpg,,11,,1.5,,,,,,,,,,3.9,4.5,,Архитектурный облик,Архитектурная концепция Sokolinn Park сочетает эстетику и функциональность. Фасады зданий выполнены ...,3.0,/upload/kelnik.adminpage/aa8/yymnkwr6lzzaro3ba4ks0y6h4fjob4qi.jpg,Акцентная подсветка фасадов,"Архитектурная подсветка зданий комплекса Sokolinn Park выполнена в теплой цветовой гамме, что позвол...",1.0,/upload/kelnik.adminpage/8f2/ys32uw262o5irk0z9db111lrxfq96i77.jpg,Лобби,"Основная идея — эстетика комфорта.\n\nИнтерьер лобби выполнен в едином стиле, для которого характерн...",1.0,/upload/kelnik.adminpage/bd1/36yo6b307pvqca5e5xfc42gumy052o5c.jpg,Квартирография,Планировочные решения разработаны с акцентом на функциональность и комфорт проживания.\n\nВ проекте ...,1.0,/upload/kelnik.adminpage/220/864au1azttz92iua16y5pdryeark8n85.jpg,Окружение,"В шаговой доступности от Sokolinn Park есть всё необходимое: торговые центры, спортивные учреждения,...",1.0,/upload/kelnik.adminpage/c78/6j66rhf675rbev0pqge0qbf9da6cb1xs.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/101651/,,"2-комн. квартира №454, 70 м²",2.0,454.0,70.0,37360213.0,533718.0,IV квартал 2026,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42500000000270162,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 6",Секция 6.2,15 из 19,2.87 м,2.4,16.2,,,3.5,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Квартиры с террасами,"Большой выбор квартир с террасами — от 2-комнатных до 5-комнатных. Террасы, с которых открывается жи...",1.0,/upload/kelnik.adminpage/b48/olyakjywa93zflaiur5xx62ljzhipnjv.jpg,,,,,Входная группа,Лобби в стиле урбан-минимализма удивит вас своим простором и функциональностью. Помимо привычных кол...,3.0,/upload/kelnik.adminpage/250/i84iklkx1laxpe19mpl8edlb91xx2u2z.jpg,Социальная инфраструктура,На территории жилого квартала планируется строительство обучающих и развивающих локаций: 6 детских с...,3.0,/upload/kelnik.adminpage/711/hnlth1fvne787id7ts3z4s285yy6p4qq.jpg,Набережная,"Река — идеальное соседство для района нового формата и множество преимуществ: отличная экология, ощу...",1.0,/upload/kelnik.adminpage/042/i4i0v3y9k5bh5nrbhl0k93v7plcn4nsx.jpg,Благоустройство,Инновационной станет и внутренняя логистика квартала. Сеть комфортных пешеходных маршрутов создана с...,1.0,/upload/kelnik.adminpage/61f/d0cede21qlr8sizj5lt65heod70oij1o.jpg,,12.4,,1.8,,,,,,,,,,4.6,8.2,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/83593/,,"3-комн. квартира №115, 94.5 м²",3.0,115.0,5.0,58903920.0,623322.0,IV квартал 2025,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42000000000192398,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 4",Секция 4.1,21 из 27,3.1 м,4.7,27.1,12,5.1,1.7,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",5.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",5.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",5.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Квартиры с террасами,"Большой выбор квартир с террасами — от 2-комнатных до 5-комнатных. Террасы, с которых открывается жи...",1.0,/upload/kelnik.adminpage/b48/olyakjywa93zflaiur5xx62ljzhipnjv.jpg,Подземный паркинг,Мечта практически любого москвича — дворы без машин — будет воплощена в жизнь благодаря подземному п...,3.0,/upload/kelnik.adminpage/c0b/0pkucorlxsy43gyagzrb2dzbras5tvwc.jpg,Входная группа,Лобби в стиле урбан-минимализма удивит вас своим простором и функциональностью. Помимо привычных кол...,3.0,/upload/kelnik.adminpage/250/i84iklkx1laxpe19mpl8edlb91xx2u2z.jpg,Социальная инфраструктура,На территории жилого квартала планируется строительство обучающих и развивающих локаций: 6 детских с...,3.0,/upload/kelnik.adminpage/711/hnlth1fvne787id7ts3z4s285yy6p4qq.jpg,Набережная,"Река — идеальное соседство для района нового формата и множество преимуществ: отличная экология, ощу...",3.0,/upload/kelnik.adminpage/042/i4i0v3y9k5bh5nrbhl0k93v7plcn4nsx.jpg,Благоустройство,Инновационной станет и внутренняя логистика квартала. Сеть комфортных пешеходных маршрутов создана с...,3.0,/upload/kelnik.adminpage/61f/d0cede21qlr8sizj5lt65heod70oij1o.jpg,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/101694/,,"2-комн. квартира №582, 69.6 м²",2.0,582.0,6.0,29241653.0,420139.0,-18%,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42500000000270182,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 8",Секция 1,2 из 19,2.87 м,1.9,16.6,,,3.4,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",1.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",1.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",1.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Квартиры с террасами,"Большой выбор квартир с террасами — от 2-комнатных до 5-комнатных. Террасы, с которых открывается жи...",1.0,/upload/kelnik.adminpage/b48/olyakjywa93zflaiur5xx62ljzhipnjv.jpg,Подземный паркинг,Мечта практически любого москвича — дворы без машин — будет воплощена в жизнь благодаря подземному п...,1.0,/upload/kelnik.adminpage/c0b/0pkucorlxsy43gyagzrb2dzbras5tvwc.jpg,Входная группа,Лобби в стиле урбан-минимализма удивит вас своим простором и функциональностью. Помимо привычных кол...,1.0,/upload/kelnik.adminpage/250/i84iklkx1laxpe19mpl8edlb91xx2u2z.jpg,Социальная инфраструктура,На территории жилого квартала планируется строительство обучающих и развивающих локаций: 6 детских с...,1.0,/upload/kelnik.adminpage/711/hnlth1fvne787id7ts3z4s285yy6p4qq.jpg,Набережная,"Река — идеальное соседство для района нового формата и множество преимуществ: отличная экология, ощу...",1.0,/upload/kelnik.adminpage/042/i4i0v3y9k5bh5nrbhl0k93v7plcn4nsx.jpg,Благоустройство,Инновационной станет и внутренняя логистика квартала. Сеть комфортных пешеходных маршрутов создана с...,1.0,/upload/kelnik.adminpage/61f/d0cede21qlr8sizj5lt65heod70oij1o.jpg,,14.5,,,,,,,,,,,,3.2,8.5,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/110405/,,"3-комн. квартира №544, 81.9 м²",3.0,544.0,9.0,37053458.0,452424.0,-15%,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42000000000174632,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, Корпус 2",Корпус 2,18 из 35,3 м,6.3,20,,3.7,1.3,Архитектурный облик,Проект Nagatino i-Land разрабатывался британским бюро AHR с почти 200-летней историей. Основа концеп...,3.0,/upload/kelnik.adminpage/772/x23qgs5h0k3k84zgeq6520zg1txm2htw.jpg,Архитектурный облик,Проект Nagatino i-Land разрабатывался британским бюро AHR с почти 200-летней историей. Основа концеп...,3.0,/upload/kelnik.adminpage/772/x23qgs5h0k3k84zgeq6520zg1txm2htw.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,,,,,,,,,,Архитектурный облик,Проект Nagatino i-Land разрабатывался британским бюро AHR с почти 200-летней историей. Основа концеп...,3.0,/upload/kelnik.adminpage/772/x23qgs5h0k3k84zgeq6520zg1txm2htw.jpg,,,,,,,,,,,,,,,,,,Уникальное благоустройство,"Расположение комплекса на берегу Москвы-реки, при этом окруженного водой с двух сторон, вдохновило а...",1.0,/upload/kelnik.adminpage/b88/x8p7mlrkhibs8h8ht2x0kkmghpgxoujf.jpg,Редкие форматы квартир,"В проекте представлено множество эргономичных планировок, среди которых Вы легко сможете выбрать для...",1.0,/upload/kelnik.adminpage/261/ibv1g1z812c3kf5bieono543y9aojc26.jpg,Квартира с просторной террасой,"В проекте представлены уникальные квартиры с просторными террасами, которые делают идею комфорта и г...",1.0,Основная идея – единство противоположностей,Интерьер лобби каждого корпуса уникален и органично сочетается с внешним обликом каждой башни. Для р...,1.0,Инфраструктура,Расположенная в развитом Даниловском районе Москвы инфраструктура Nagatino i-Land предоставляет всё ...,1.0,/upload/kelnik.adminpage/c89/6c5rtcjkgwiwbmsr42cy9p80jav2jljl.jpg,/upload/kelnik.adminpage/855/f0in3a2vpvd3lf2ya7qgagc21iru5uwr.jpg,/upload/kelnik.adminpage/802/ssvoemib2cjvxtbwhrp5sqv4nv2547dr.jpg,,,,,,,,,,,,,,,,,,,,1.5,,6.6,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/101517/,,"3-комн. квартира №76, 80.3 м²",3.0,76.0,3.0,45861111.0,571123.0,IV квартал 2026,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42500000000269268,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 4",Секция 1,13 из 19,2.87 м,4.9,19.8,,,2.7,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Квартиры с террасами,"Большой выбор квартир с террасами — от 2-комнатных до 5-комнатных. Террасы, с которых открывается жи...",1.0,/upload/kelnik.adminpage/b48/olyakjywa93zflaiur5xx62ljzhipnjv.jpg,Подземный паркинг,Мечта практически любого москвича — дворы без машин — будет воплощена в жизнь благодаря подземному п...,1.0,/upload/kelnik.adminpage/c0b/0pkucorlxsy43gyagzrb2dzbras5tvwc.jpg,Входная группа,Лобби в стиле урбан-минимализма удивит вас своим простором и функциональностью. Помимо привычных кол...,1.0,/upload/kelnik.adminpage/250/i84iklkx1laxpe19mpl8edlb91xx2u2z.jpg,Социальная инфраструктура,На территории жилого квартала планируется строительство обучающих и развивающих локаций: 6 детских с...,1.0,/upload/kelnik.adminpage/711/hnlth1fvne787id7ts3z4s285yy6p4qq.jpg,Набережная,"Река — идеальное соседство для района нового формата и множество преимуществ: отличная экология, ощу...",1.0,/upload/kelnik.adminpage/042/i4i0v3y9k5bh5nrbhl0k93v7plcn4nsx.jpg,Благоустройство,Инновационной станет и внутренняя логистика квартала. Сеть комфортных пешеходных маршрутов создана с...,1.0,/upload/kelnik.adminpage/61f/d0cede21qlr8sizj5lt65heod70oij1o.jpg,,11.5,,,,,,,,,,,,4.1,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
