url,error,title,rooms,number,area,price,price_per_meter,completion_date,presentation_url,detail_Проект,detail_Метро,detail_Адрес,detail_Корпус,detail_Секция,detail_Этаж,detail_Высота потолков,room_size_Прихожая,room_size_Кухня-столовая,room_size_Спальня,room_size_Санузел,room_size_Гардеробная,feature_Планировка_title,feature_Планировка_desc,feature_Планировка_images_count,feature_Планировка_first_image,feature_План этажа_title,feature_План этажа_desc,feature_План этажа_images_count,feature_План этажа_first_image,feature_Архитектура_title,feature_Архитектура_desc,feature_Архитектура_images_count,feature_Архитектура_first_image,feature_Квартиры с террасами_title,feature_Квартиры с террасами_desc,feature_Квартиры с террасами_images_count,feature_Квартиры с террасами_first_image,feature_Подземный паркинг_title,feature_Подземный паркинг_desc,feature_Подземный паркинг_images_count,feature_Подземный паркинг_first_image,feature_Urban лобби_title,feature_Urban лобби_desc,feature_Urban лобби_images_count,feature_Urban лобби_first_image,feature_Социальная инфраструктура_title,feature_Социальная инфраструктура_desc,feature_Социальная инфраструктура_images_count,feature_Социальная инфраструктура_first_image,feature_Набережная_title,feature_Набережная_desc,feature_Набережная_images_count,feature_Набережная_first_image,feature_Благоустройство_title,feature_Благоустройство_desc,feature_Благоустройство_images_count,feature_Благоустройство_first_image,room_size_Ванная,room_size_Комната,room_size_Кухня-ниша,room_size_Балкон,feature_Таунхаусы с ключами_title,feature_Таунхаусы с ключами_desc,feature_Таунхаусы с ключами_images_count,feature_Таунхаусы с ключами_first_image,feature_Парки_title,feature_Парки_desc,feature_Парки_images_count,feature_Парки_first_image,room_size_Кухня,room_size_Совмещенный санузел,room_size_Коридор,room_size_Лоджия,feature_Архитектурный облик_title,feature_Архитектурный облик_desc,feature_Архитектурный облик_images_count,feature_Архитектурный облик_first_image,feature_Акцентная подсветка фасадов_title,feature_Акцентная подсветка фасадов_desc,feature_Акцентная подсветка фасадов_images_count,feature_Акцентная подсветка фасадов_first_image,feature_Лобби_title,feature_Лобби_desc,feature_Лобби_images_count,feature_Лобби_first_image,feature_Квартирография_title,feature_Квартирография_desc,feature_Квартирография_images_count,feature_Квартирография_first_image,feature_Окружение_title,feature_Окружение_desc,feature_Окружение_images_count,feature_Окружение_first_image,room_size_Гостиная,feature_Уникальное благоустройство_title,feature_Уникальное благоустройство_desc,feature_Уникальное благоустройство_images_count,feature_Уникальное благоустройство_first_image,feature_Редкие форматы квартир_title,feature_Редкие форматы квартир_desc,feature_Редкие форматы квартир_images_count,feature_Редкие форматы квартир_first_image,feature_Квартира с просторной террасой_title,feature_Квартира с просторной террасой_desc,feature_Квартира с просторной террасой_images_count,feature_Стильные холлы и лобби_title,feature_Стильные холлы и лобби_desc,feature_Стильные холлы и лобби_images_count,feature_Инфраструктура_title,feature_Инфраструктура_desc,feature_Инфраструктура_images_count,feature_Квартира с просторной террасой_first_image,feature_Стильные холлы и лобби_first_image,feature_Инфраструктура_first_image,room_size_Комната-НП,feature_Уникальные квартиры с террасами_title,feature_Уникальные квартиры с террасами_desc,feature_Уникальные квартиры с террасами_images_count,feature_Уникальные квартиры с террасами_first_image,feature_Архитектура и лобби_title,feature_Архитектура и лобби_desc,feature_Архитектура и лобби_images_count,feature_Архитектура и лобби_first_image,feature_Широкий выбор планировок_title,feature_Широкий выбор планировок_desc,feature_Широкий выбор планировок_images_count,feature_Широкий выбор планировок_first_image,feature_Место встречи: лобби_title,feature_Место встречи: лобби_desc,feature_Место встречи: лобби_images_count,feature_Место встречи: лобби_first_image,room_size_Терраса,room_size_Кухня-гостиная,room_size_Подсобное помещение,room_size_Постирочная,room_size_Холл,room_size_Кладовая,room_size_Кабинет-н,feature_Год_images_count,feature_Всё время_images_count,feature_Фото_images_count,feature_Трансляция_images_count,feature_Карта_images_count,feature_Панорама_images_count,feature_Офис продаж_images_count,room_size_Гостиная-(н),room_size_Тамбур,room_size_Лестница,room_size_Помещение,room_size_Кабинет
https://etalongroup.ru/msk/choose/102394/,,"1-комн. квартира №776, 38 м²",1.0,776.0,38.0,23999060.0,631555.0,IV квартал 2026,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42500000000270371,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 9",Секция 9.2,2 из 19,2.87 м,5.7,16.3,,,,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Квартиры с террасами,"Большой выбор квартир с террасами — от 2-комнатных до 5-комнатных. Террасы, с которых открывается жи...",1.0,/upload/kelnik.adminpage/b48/olyakjywa93zflaiur5xx62ljzhipnjv.jpg,Подземный паркинг,Мечта практически любого москвича — дворы без машин — будет воплощена в жизнь благодаря подземному п...,3.0,/upload/kelnik.adminpage/c0b/0pkucorlxsy43gyagzrb2dzbras5tvwc.jpg,Входная группа,Лобби в стиле урбан-минимализма удивит вас своим простором и функциональностью. Помимо привычных кол...,3.0,/upload/kelnik.adminpage/250/i84iklkx1laxpe19mpl8edlb91xx2u2z.jpg,Социальная инфраструктура,На территории жилого квартала планируется строительство обучающих и развивающих локаций: 6 детских с...,3.0,/upload/kelnik.adminpage/711/hnlth1fvne787id7ts3z4s285yy6p4qq.jpg,Набережная,"Река — идеальное соседство для района нового формата и множество преимуществ: отличная экология, ощу...",3.0,/upload/kelnik.adminpage/042/i4i0v3y9k5bh5nrbhl0k93v7plcn4nsx.jpg,Благоустройство,Инновационной станет и внутренняя логистика квартала. Сеть комфортных пешеходных маршрутов создана с...,3.0,/upload/kelnik.adminpage/61f/d0cede21qlr8sizj5lt65heod70oij1o.jpg,,11.6,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/95685/,,"1-комн. квартира №63, 38.8 м²",1.0,63.0,8.0,24338961.0,627293.0,II квартал 2027,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42000000000253495,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 1",Корпус 1,8 из 35,3 м,6.6,16.6,,4.6,,Архитектурный облик,Проект Nagatino i-Land разрабатывался британским бюро AHR с почти 200-летней историей. Основа концеп...,3.0,/upload/kelnik.adminpage/772/x23qgs5h0k3k84zgeq6520zg1txm2htw.jpg,Архитектурный облик,Проект Nagatino i-Land разрабатывался британским бюро AHR с почти 200-летней историей. Основа концеп...,3.0,/upload/kelnik.adminpage/772/x23qgs5h0k3k84zgeq6520zg1txm2htw.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,Архитектурный облик,Проект Nagatino i-Land разрабатывался британским бюро AHR с почти 200-летней историей. Основа концеп...,3.0,/upload/kelnik.adminpage/772/x23qgs5h0k3k84zgeq6520zg1txm2htw.jpg,,,,,,,,,,,,,,,,,,Уникальное благоустройство,"Расположение комплекса на берегу Москвы-реки, при этом окруженного водой с двух сторон, вдохновило а...",2.0,/upload/kelnik.adminpage/b88/x8p7mlrkhibs8h8ht2x0kkmghpgxoujf.jpg,Редкие форматы квартир,"В проекте представлено множество эргономичных планировок, среди которых Вы легко сможете выбрать для...",2.0,/upload/kelnik.adminpage/261/ibv1g1z812c3kf5bieono543y9aojc26.jpg,Квартира с просторной террасой,"В проекте представлены уникальные квартиры с просторными террасами, которые делают идею комфорта и г...",0.0,Основная идея – единство противоположностей,Интерьер лобби каждого корпуса уникален и органично сочетается с внешним обликом каждой башни. Для р...,0.0,Инфраструктура,Расположенная в развитом Даниловском районе Москвы инфраструктура Nagatino i-Land предоставляет всё ...,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/101740/,,"1-комн. квартира №267, 38.8 м²",1.0,267.0,8.0,24387537.0,628545.0,IV квартал 2026,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42500000000271466,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 5",Секция 5.2,12 из 19,2.87 м,4.6,,,,2.7,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Квартиры с террасами,"Большой выбор квартир с террасами — от 2-комнатных до 5-комнатных. Террасы, с которых открывается жи...",1.0,/upload/kelnik.adminpage/b48/olyakjywa93zflaiur5xx62ljzhipnjv.jpg,Подземный паркинг,Мечта практически любого москвича — дворы без машин — будет воплощена в жизнь благодаря подземному п...,1.0,/upload/kelnik.adminpage/c0b/0pkucorlxsy43gyagzrb2dzbras5tvwc.jpg,Входная группа,Лобби в стиле урбан-минимализма удивит вас своим простором и функциональностью. Помимо привычных кол...,1.0,/upload/kelnik.adminpage/250/i84iklkx1laxpe19mpl8edlb91xx2u2z.jpg,Социальная инфраструктура,На территории жилого квартала планируется строительство обучающих и развивающих локаций: 6 детских с...,1.0,/upload/kelnik.adminpage/711/hnlth1fvne787id7ts3z4s285yy6p4qq.jpg,Набережная,"Река — идеальное соседство для района нового формата и множество преимуществ: отличная экология, ощу...",1.0,/upload/kelnik.adminpage/042/i4i0v3y9k5bh5nrbhl0k93v7plcn4nsx.jpg,Благоустройство,Инновационной станет и внутренняя логистика квартала. Сеть комфортных пешеходных маршрутов создана с...,1.0,/upload/kelnik.adminpage/61f/d0cede21qlr8sizj5lt65heod70oij1o.jpg,,12.7,,,,,,,,,,,14.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/101718/,,"1-комн. квартира №242, 39.3 м²",1.0,242.0,3.0,24545680.0,624573.0,IV квартал 2026,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42500000000271447,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 5",Секция 5.2,8 из 19,2.87 м,4.3,,,,3.8,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",1.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",1.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",1.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Квартиры с террасами,"Большой выбор квартир с террасами — от 2-комнатных до 5-комнатных. Террасы, с которых открывается жи...",1.0,/upload/kelnik.adminpage/b48/olyakjywa93zflaiur5xx62ljzhipnjv.jpg,Подземный паркинг,Мечта практически любого москвича — дворы без машин — будет воплощена в жизнь благодаря подземному п...,1.0,/upload/kelnik.adminpage/c0b/0pkucorlxsy43gyagzrb2dzbras5tvwc.jpg,Входная группа,Лобби в стиле урбан-минимализма удивит вас своим простором и функциональностью. Помимо привычных кол...,1.0,/upload/kelnik.adminpage/250/i84iklkx1laxpe19mpl8edlb91xx2u2z.jpg,Социальная инфраструктура,На территории жилого квартала планируется строительство обучающих и развивающих локаций: 6 детских с...,1.0,/upload/kelnik.adminpage/711/hnlth1fvne787id7ts3z4s285yy6p4qq.jpg,Набережная,"Река — идеальное соседство для района нового формата и множество преимуществ: отличная экология, ощу...",1.0,/upload/kelnik.adminpage/042/i4i0v3y9k5bh5nrbhl0k93v7plcn4nsx.jpg,Благоустройство,Инновационной станет и внутренняя логистика квартала. Сеть комфортных пешеходных маршрутов создана с...,1.0,/upload/kelnik.adminpage/61f/d0cede21qlr8sizj5lt65heod70oij1o.jpg,,12.6,,,,,,,,,,,14.2,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/102148/,,"1-комн. квартира №542, 38.6 м²",1.0,542.0,6.0,24894454.0,644935.0,IV квартал 2026,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42500000000269819,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 7",Секция 1,14 из 19,2.87 м,5.3,,,,3,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Квартиры с террасами,"Большой выбор квартир с террасами — от 2-комнатных до 5-комнатных. Террасы, с которых открывается жи...",1.0,/upload/kelnik.adminpage/b48/olyakjywa93zflaiur5xx62ljzhipnjv.jpg,Подземный паркинг,Мечта практически любого москвича — дворы без машин — будет воплощена в жизнь благодаря подземному п...,1.0,/upload/kelnik.adminpage/c0b/0pkucorlxsy43gyagzrb2dzbras5tvwc.jpg,Входная группа,Лобби в стиле урбан-минимализма удивит вас своим простором и функциональностью. Помимо привычных кол...,1.0,/upload/kelnik.adminpage/250/i84iklkx1laxpe19mpl8edlb91xx2u2z.jpg,Социальная инфраструктура,На территории жилого квартала планируется строительство обучающих и развивающих локаций: 6 детских с...,1.0,/upload/kelnik.adminpage/711/hnlth1fvne787id7ts3z4s285yy6p4qq.jpg,Набережная,"Река — идеальное соседство для района нового формата и множество преимуществ: отличная экология, ощу...",1.0,/upload/kelnik.adminpage/042/i4i0v3y9k5bh5nrbhl0k93v7plcn4nsx.jpg,Благоустройство,Инновационной станет и внутренняя логистика квартала. Сеть комфортных пешеходных маршрутов создана с...,1.0,/upload/kelnik.adminpage/61f/d0cede21qlr8sizj5lt65heod70oij1o.jpg,,12.3,,,,,,,,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/83128/,,"1-комн. квартира №210, 59.7 м²",1.0,210.0,7.0,25898917.0,433818.0,-18%,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42000000000191376,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 6",Секция 6.1,6 из 19,3.12 м,9.4,30.2,13,4.9,2.2,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",3.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Квартиры с террасами,"Большой выбор квартир с террасами — от 2-комнатных до 5-комнатных. Террасы, с которых открывается жи...",0.0,,Подземный паркинг,Мечта практически любого москвича — дворы без машин — будет воплощена в жизнь благодаря подземному п...,3.0,/upload/kelnik.adminpage/c0b/0pkucorlxsy43gyagzrb2dzbras5tvwc.jpg,Входная группа,Лобби в стиле урбан-минимализма удивит вас своим простором и функциональностью. Помимо привычных кол...,3.0,/upload/kelnik.adminpage/250/i84iklkx1laxpe19mpl8edlb91xx2u2z.jpg,Социальная инфраструктура,На территории жилого квартала планируется строительство обучающих и развивающих локаций: 6 детских с...,3.0,/upload/kelnik.adminpage/711/hnlth1fvne787id7ts3z4s285yy6p4qq.jpg,Набережная,"Река — идеальное соседство для района нового формата и множество преимуществ: отличная экология, ощу...",0.0,,Благоустройство,Инновационной станет и внутренняя логистика квартала. Сеть комфортных пешеходных маршрутов создана с...,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/81751/,,"1-комн. квартира №211, 45.2 м²",1.0,211.0,2.0,27084334.0,599211.0,III квартал 2025,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42000000000181989,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 5 этап, корпус 4",Секция 4.2,11 из 17,3.1 м,5.2,,,5,5.4,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",1.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",1.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Архитектура,"Квартал Shagal станет первым в Москве жилым районом, где будут комплексно реализованы инновационные ...",1.0,/upload/kelnik.adminpage/18c/tv9tj1txn723th0p8uwjj4uzjmi9eci2.jpg,Квартиры с террасами,"Большой выбор квартир с террасами — от 2-комнатных до 5-комнатных. Террасы, с которых открывается жи...",1.0,/upload/kelnik.adminpage/b48/olyakjywa93zflaiur5xx62ljzhipnjv.jpg,Подземный паркинг,Мечта практически любого москвича — дворы без машин — будет воплощена в жизнь благодаря подземному п...,1.0,/upload/kelnik.adminpage/c0b/0pkucorlxsy43gyagzrb2dzbras5tvwc.jpg,Входная группа,Лобби в стиле урбан-минимализма удивит вас своим простором и функциональностью. Помимо привычных кол...,1.0,/upload/kelnik.adminpage/250/i84iklkx1laxpe19mpl8edlb91xx2u2z.jpg,Социальная инфраструктура,На территории жилого квартала планируется строительство обучающих и развивающих локаций: 6 детских с...,1.0,/upload/kelnik.adminpage/711/hnlth1fvne787id7ts3z4s285yy6p4qq.jpg,Набережная,"Река — идеальное соседство для района нового формата и множество преимуществ: отличная экология, ощу...",1.0,/upload/kelnik.adminpage/042/i4i0v3y9k5bh5nrbhl0k93v7plcn4nsx.jpg,Благоустройство,Инновационной станет и внутренняя логистика квартала. Сеть комфортных пешеходных маршрутов создана с...,1.0,/upload/kelnik.adminpage/61f/d0cede21qlr8sizj5lt65heod70oij1o.jpg,,13.4,,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/92488/,,"Студия №83, 25.7 м²",,83.0,7.0,21165312.0,823553.0,IV квартал 2025,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42000000000172554,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 1,Секция 1,7 из 25,3.3 м,,,,4.1,,Окружение,"Ваш будущий дом расположен в уже сложившемся Павелецком районе, где есть абсолютно всё, что нужно дл...",3.0,/upload/kelnik.adminpage/595/6ipnxvainpbxslut7ax21z8k1fw059c6.jpg,Окружение,"Ваш будущий дом расположен в уже сложившемся Павелецком районе, где есть абсолютно всё, что нужно дл...",3.0,/upload/kelnik.adminpage/595/6ipnxvainpbxslut7ax21z8k1fw059c6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,Благоустройство,"Двор в Voxhall — не просто тихое место отдыха, а живое и энергичное продолжение городской жизни. Мы ...",1.0,/upload/kelnik.adminpage/798/gl812sdza82fsky3r6p2ktj3m7pc5092.jpg,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Окружение,"Ваш будущий дом расположен в уже сложившемся Павелецком районе, где есть абсолютно всё, что нужно дл...",3.0,/upload/kelnik.adminpage/595/6ipnxvainpbxslut7ax21z8k1fw059c6.jpg,,,,,,,,,,,,,,,,,,,,,,16.4,Уникальные квартиры с террасами,"Уникальные квартиры и апартаменты включают в себя просторные террасы, порой даже две. С них открывае...",1.0,/upload/kelnik.adminpage/9c3/5w52cw41up5iimaaihbuh78zuiohrfwv.jpg,Архитектура и лобби,Проект Voxhall концентрирует в себе строгий внешний вид центральных районов мировых столиц с классич...,1.0,/upload/kelnik.adminpage/7a2/y2d66o4rhe41b73stvy6u8xgrxyk6j0a.jpg,Широкий выбор планировок,"Voxhall предлагает идеальные варианты планировок для всех: семей, индивидуалистов или тех, чьи дети ...",1.0,/upload/kelnik.adminpage/e4a/0abndqfr7lg0es1v8vkqx4nn5eq0jt2k.jpg,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/95741/,,"1-комн. квартира №174, 42.5 м²",1.0,174.0,5.0,25057417.0,589587.0,II квартал 2027,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42000000000253889,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 1",Корпус 1,17 из 35,3 м,7.9,,,4.5,,Архитектурный облик,Проект Nagatino i-Land разрабатывался британским бюро AHR с почти 200-летней историей. Основа концеп...,1.0,/upload/kelnik.adminpage/772/x23qgs5h0k3k84zgeq6520zg1txm2htw.jpg,Архитектурный облик,Проект Nagatino i-Land разрабатывался британским бюро AHR с почти 200-летней историей. Основа концеп...,1.0,/upload/kelnik.adminpage/772/x23qgs5h0k3k84zgeq6520zg1txm2htw.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,,,,,,,,,,,14.4,,,,Архитектурный облик,Проект Nagatino i-Land разрабатывался британским бюро AHR с почти 200-летней историей. Основа концеп...,1.0,/upload/kelnik.adminpage/772/x23qgs5h0k3k84zgeq6520zg1txm2htw.jpg,,,,,,,,,,,,,,,,,,Уникальное благоустройство,"Расположение комплекса на берегу Москвы-реки, при этом окруженного водой с двух сторон, вдохновило а...",1.0,/upload/kelnik.adminpage/b88/x8p7mlrkhibs8h8ht2x0kkmghpgxoujf.jpg,Редкие форматы квартир,"В проекте представлено множество эргономичных планировок, среди которых Вы легко сможете выбрать для...",1.0,/upload/kelnik.adminpage/261/ibv1g1z812c3kf5bieono543y9aojc26.jpg,Квартира с просторной террасой,"В проекте представлены уникальные квартиры с просторными террасами, которые делают идею комфорта и г...",1.0,Основная идея – единство противоположностей,Интерьер лобби каждого корпуса уникален и органично сочетается с внешним обликом каждой башни. Для р...,1.0,Инфраструктура,Расположенная в развитом Даниловском районе Москвы инфраструктура Nagatino i-Land предоставляет всё ...,1.0,/upload/kelnik.adminpage/c89/6c5rtcjkgwiwbmsr42cy9p80jav2jljl.jpg,/upload/kelnik.adminpage/855/f0in3a2vpvd3lf2ya7qgagc21iru5uwr.jpg,/upload/kelnik.adminpage/802/ssvoemib2cjvxtbwhrp5sqv4nv2547dr.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://etalongroup.ru/msk/choose/74943/,,"2-комн. квартира №451, 43.3 м²",2.0,451.0,3.0,7469597.0,172509.0,-15%,https://etalon.pro/home/quarterssearch/pdfflat?city=&investid=42000000000188946,Десятка,Котельники,"Московская область, г. Раменское, микрорайон №10",Корпус 7,Секция 4,14 из 16,,2.9,,,,2.8,Архитектура,Для возведения комплекса была выбрана монолитная система домостроения. Архитектурный проект характер...,1.0,/upload/kelnik.adminpage/340/oazk2dgxmcm3ncb2xy2m1hgsgzuc4tzp.jpg,Архитектура,Для возведения комплекса была выбрана монолитная система домостроения. Архитектурный проект характер...,1.0,/upload/kelnik.adminpage/340/oazk2dgxmcm3ncb2xy2m1hgsgzuc4tzp.jpg,Архитектура,Для возведения комплекса была выбрана монолитная система домостроения. Архитектурный проект характер...,1.0,/upload/kelnik.adminpage/340/oazk2dgxmcm3ncb2xy2m1hgsgzuc4tzp.jpg,,,,,,,,,,,,,Социальная инфраструктура,"На территории микрорайона есть все важные объекты: детский сад, школа, досугово-спортивные локации д...",1.0,/upload/kelnik.adminpage/f88/msjoa8tdc3p2tk6u0gg6c08w7rpqp7co.jpg,,,,,,,,,,16.1,5.8,4.33,Таунхаусы с ключами,В жилом комплексе «Десятка» расположились готовые двухэтажные таунхаусы с зелеными внутренними двора...,1.0,/upload/kelnik.adminpage/6e2/skvp1egz0hzx4h7qjarcewk3y2dtpxst.jpg,Парки,Жилой комплекс «Десятка» располагается в районе с повышенными показателями отличной экологии. Дома в...,1.0,/upload/kelnik.adminpage/291/1wf201cg2ihqgl8beofnijx26oxk9lc9.jpg,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
