,area,floor,rooms_number,complex,description_complex,developer,address,price
2161,45.85,7,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",32814845.0
2162,65.6,7,2,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",45047520.0
2163,44.15,4,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",29549595.0
2164,63.25,4,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",42219375.0
2165,44.16,4,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",29556288.0
2166,99.2,6,3,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",65511680.0
2167,44.14,4,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",30902414.0
2168,58.58,6,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",36635932.0
2169,97.95,7,3,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",60121710.0
2170,39.66,4,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",28507608.0
2171,105.49,9,2,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",63621019.0
2172,47.86,8,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",34904298.0
2173,43.4,9,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",30110920.0
2174,66.9,9,2,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",40996320.0
2175,63.85,4,2,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",41157710.0
2176,43.77,8,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",29689191.0
2177,41.81,5,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",29869064.0
2178,49.92,9,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",36072192.0
2179,94.41,9,2,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",55711341.0
2180,97.3,6,3,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",63507710.0
2181,50.07,9,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",35074035.0
2182,96.3,6,3,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",62604630.0
2183,103.84,8,2,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",61286368.0
2184,43.19,4,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",30315061.0
2185,43.92,7,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",31407192.0
2186,46.78,7,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",33218478.0
2187,63.94,9,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",38965036.0
2188,48.13,8,1,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",34268560.0
2189,92.95,8,2,Mod,"Архитектурная концепция проекта разработана бюро Kleinewelt Architekten в стиле минималистичного модернизма ХХ века. Башни MOD – первые небоскребы Москвы, которые будут облицованы натуральным камнем. Помимо жилых корпусов на территории MOD откроется новый скульптурный парк совместно с Московским музеем современного искусства ММОМА.",MR Group,"Москва, 4-я улица Марьиной Рощи, 12",53697215.0
2190,67.5,14,2,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",58340250.0
2191,33.2,17,0,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",29803640.0
2192,64.4,20,2,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",61894840.0
2193,80.3,14,2,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",62521580.0
2194,67.1,5,2,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",55793650.0
2195,67.9,17,2,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",58984730.0
2196,101.0,32,3,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",83991600.0
2197,126.6,17,4,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",120675120.0
2198,100.7,23,3,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",81859030.0
2199,88.1,27,3,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",83492370.0
2200,79.9,9,2,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",65525990.0
2201,43.6,23,1,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",41467960.0
2202,36.9,13,1,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",36531000.0
2203,100.8,16,3,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",91717920.0
2204,115.1,5,4,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",92195100.0
2205,103.1,21,3,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",80304590.0
2206,83.1,3,2,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",73535190.0
2207,43.7,30,1,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",42231680.0
2208,29.4,32,0,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",30431940.0
2209,103.1,24,3,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",80593270.0
2210,62.6,9,2,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",52922040.0
2211,43.7,32,1,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",42423960.0
2212,43.7,30,1,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",42231680.0
2213,32.4,20,0,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",29435400.0
2214,32.8,10,0,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",29005040.0
2215,38.1,5,1,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",36716970.0
2216,33.2,17,0,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",29803640.0
2217,86.3,10,2,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",76306460.0
2218,86.4,14,2,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",77008320.0
2219,37.9,10,1,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",37009350.0
2220,48.1,5,1,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",46142330.0
2221,40.5,20,1,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",37264050.0
2222,29.4,29,0,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",29452920.0
2223,88.1,31,3,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",84390990.0
2224,29.0,22,0,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",28683900.0
2225,79.4,2,2,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",61598520.0
2226,42.3,19,1,SLAVA,"Многофункциональный комплекс SLAVA — знаковый проект премиум-класса в центре Москвы, расположенный в 5 мин. пешком от м. Белорусская. Единое концептуальное пространство объединит жилой квартал, деловой центр, стрит-ритейл и зоны для прогулок. Здесь сконцентрировано все необходимое для жизни, работы и отдыха.",MR Group,"Москва, Ленинградский проспект, 8",40201920.0
