,area,floor,rooms_number,complex,description_complex,developer,address,price
827,57.1,12,2,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",26819870.0
828,24.1,18,0,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",15968660.0
829,22.5,25,0,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",15376500.0
830,24.8,25,0,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",16030720.0
831,43.6,25,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22087760.0
832,41.9,29,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",21976550.0
833,56.1,32,2,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",27926580.0
834,23.3,32,0,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",15960500.0
835,48.0,18,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22382400.0
836,43.6,18,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",21904640.0
837,22.5,18,0,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",15214500.0
838,41.9,21,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",21645540.0
839,56.0,25,2,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",27596800.0
840,31.8,18,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",18335880.0
841,45.8,18,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22895420.0
842,59.4,21,2,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",28607040.0
843,43.8,21,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",21996360.0
844,82.1,21,3,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",35212690.0
845,47.8,25,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22633300.0
846,41.9,25,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",21808950.0
847,56.1,29,2,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",27842430.0
848,22.5,29,0,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",15534000.0
849,49.2,29,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22051440.0
850,47.8,32,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22915320.0
851,43.6,32,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22471440.0
852,22.5,32,0,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",15590250.0
853,30.2,32,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",18080740.0
854,41.9,32,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22060350.0
855,56.4,36,2,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",28154880.0
856,43.6,36,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22558640.0
857,22.5,36,0,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",15648750.0
858,48.8,36,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22150320.0
859,30.2,36,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",18144160.0
860,47.8,37,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",23010920.0
861,43.6,37,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22580440.0
862,41.9,37,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22160910.0
863,54.7,40,2,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",27732900.0
864,52.0,40,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",25355200.0
865,22.9,40,0,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",15901760.0
866,47.7,40,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",21903840.0
867,26.4,18,0,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",16536960.0
868,45.0,18,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22324500.0
869,81.6,18,3,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",34835040.0
870,23.3,21,0,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",15680900.0
871,43.6,21,1,VEER,"Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.",MR Group,"Москва, ул. Багрицкого",22039800.0
