developer,complex,metro,metro_walk_time,rooms,area,price,price_per_metre,building,floor,check_in,address,lag,log,distance_to_mkad,description,metro_car_time,metro_distance,metro_public_transport_time,district,district_population,district_avg_salary
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,23.5 м2,12 186 207 ₽,518 562 ₽ за м2,5.3,6/13,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,23.03 м2,12 451 054 ₽,540 645 ₽ за м2,4.1,4/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,23.5 м2,12 229 517 ₽,520 405 ₽ за м2,5.3,7/13,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,25.12 м2,12 457 008 ₽,495 900 ₽ за м2,5.0,2/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,23.5 м2,12 309 300 ₽,523 800 ₽ за м2,5.3,9/13,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,25.12 м2,12 499 963 ₽,497 610 ₽ за м2,5.0,3/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,24.3 м2,12 341 775 ₽,507 892 ₽ за м2,5.7,2/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,22.93 м2,12 508 085 ₽,545 490 ₽ за м2,4.1,6/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,24.6 м2,12 463 122 ₽,506 631 ₽ за м2,5.2,3/13,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,22.93 м2,12 540 760 ₽,546 915 ₽ за м2,4.1,9/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,24.6 м2,12 670 722 ₽,515 070 ₽ за м2,5.2,8/13,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,22.93 м2,12 658 391 ₽,552 045 ₽ за м2,4.1,12/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,25.9 м2,12 689 627 ₽,489 947 ₽ за м2,5.6,3/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,22.93 м2,12 730 277 ₽,555 180 ₽ за м2,4.1,14/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,22.93 м2,12 778 201 ₽,557 270 ₽ за м2,4.1,7/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,24.6 м2,12 792 418 ₽,520 017 ₽ за м2,5.2,11/13,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,25.12 м2,12 812 581 ₽,510 055 ₽ за м2,5.0,10/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,22.93 м2,12 841 373 ₽,560 025 ₽ за м2,4.1,17/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,25.12 м2,12 886 560 ₽,513 000 ₽ за м2,5.0,12/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,22.93 м2,12 915 437 ₽,563 255 ₽ за м2,4.1,19/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,22.93 м2,12 952 469 ₽,564 870 ₽ за м2,4.1,20/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,22.93 м2,13 013 462 ₽,567 530 ₽ за м2,4.1,22/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,25.9 м2,13 063 960 ₽,504 400 ₽ за м2,5.6,10/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,25.12 м2,13 134 745 ₽,522 880 ₽ за м2,5.0,15/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,25.28 м2,13 208 800 ₽,522 500 ₽ за м2,5.0,16/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,25.28 м2,13 244 824 ₽,523 925 ₽ за м2,5.0,17/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,25.28 м2,13 422 542 ₽,530 955 ₽ за м2,5.0,22/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,25.28 м2,13 487 385 ₽,533 520 ₽ за м2,5.0,24/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,25.28 м2,13 583 449 ₽,537 320 ₽ за м2,5.0,27/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,23.5 м2,13 608 615 ₽,579 090 ₽ за м2,5.1,7/13,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,32.43 м2,13 863 825 ₽,427 500 ₽ за м2,4.2,2/12,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,35.6 м2,16 091 912 ₽,452 020 ₽ за м2,5.6,2/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,38.2 м2,16 311 170 ₽,426 994 ₽ за м2,5.5,3/27,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,31.61 м2,16 390 101 ₽,518 510 ₽ за м2,4.1,14/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,35.6 м2,16 461 404 ₽,462 399 ₽ за м2,5.6,7/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,31.03 м2,16 578 708 ₽,534 280 ₽ за м2,5.0,25/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,35.6 м2,16 748 020 ₽,470 450 ₽ за м2,5.6,11/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,31 м2,16 771 775 ₽,541 025 ₽ за м2,4.1,24/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,31 м2,16 804 170 ₽,542 070 ₽ за м2,4.1,25/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,35.6 м2,16 855 069 ₽,473 457 ₽ за м2,5.6,2/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,35.6 м2,16 896 507 ₽,474 621 ₽ за м2,5.5,2/27,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,31 м2,16 907 245 ₽,545 395 ₽ за м2,4.1,28/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,36.3 м2,16 908 322 ₽,465 794 ₽ за м2,5.7,4/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,35.8 м2,16 946 288 ₽,473 361 ₽ за м2,5.7,2/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,31 м2,16 980 870 ₽,547 770 ₽ за м2,4.1,30/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,34.3 м2,16 994 826 ₽,495 476 ₽ за м2,5.5,2/27,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,33.89 м2,17 060 395 ₽,503 405 ₽ за м2,5.0,11/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,31 м2,17 063 330 ₽,550 430 ₽ за м2,4.1,33/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,31 м2,17 122 230 ₽,552 330 ₽ за м2,4.1,35/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,1,31 м2,17 210 580 ₽,555 180 ₽ за м2,4.1,38/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,35.6 м2,17 221 108 ₽,483 739 ₽ за м2,5.6,7/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,36.3 м2,17 278 037 ₽,475 979 ₽ за м2,5.7,9/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,35.7 м2,17 311 037 ₽,484 903 ₽ за м2,5.5,15/27,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
