developer,complex,metro,metro_walk_time,rooms,area,price,price_per_metre,building,floor,check_in,address,lag,log,distance_to_mkad,description,metro_car_time,metro_distance,metro_public_transport_time,district,district_population,district_avg_salary
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,53.42 м2,22 598 529 ₽,423 035 ₽ за м2,4.1,17/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,56.9 м2,22 601 533 ₽,397 215 ₽ за м2,5.5,22/27,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,58 м2,22 639 024 ₽,390 328 ₽ за м2,5.8,3/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,54.4 м2,22 669 132 ₽,416 712 ₽ за м2,5.4,18/27,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,55.95 м2,22 677 318 ₽,405 314 ₽ за м2,4.1,29/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,56.9 м2,22 678 803 ₽,398 573 ₽ за м2,5.5,24/27,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,56.77 м2,22 688 982 ₽,399 665 ₽ за м2,4.1,4/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,56.57 м2,22 705 783 ₽,401 375 ₽ за м2,4.1,5/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,53.42 м2,22 730 477 ₽,425 505 ₽ за м2,4.1,19/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,3,61.6 м2,22 747 586 ₽,369 279 ₽ за м2,5.5,3/27,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,55.95 м2,22 774 055 ₽,407 043 ₽ за м2,4.1,31/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,53.8 м2,22 794 844 ₽,423 696 ₽ за м2,5.4,26/27,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,56.2 м2,22 797 754 ₽,405 654 ₽ за м2,5.6,5/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,54.3 м2,22 806 543 ₽,420 010 ₽ за м2,5.4,21/27,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,52.88 м2,22 837 285 ₽,431 870 ₽ за м2,4.1,24/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,55.95 м2,22 896 250 ₽,409 227 ₽ за м2,4.1,34/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,59.9 м2,22 904 202 ₽,382 374 ₽ за м2,5.7,6/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,1,50.7 м2,22 946 921 ₽,452 602 ₽ за м2,5.2,2/13,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,58 м2,22 976 584 ₽,396 148 ₽ за м2,5.8,3/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,55.95 м2,22 982 805 ₽,410 774 ₽ за м2,4.1,36/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,60.7 м2,23 009 913 ₽,379 076 ₽ за м2,5.4,2/4,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,61.4 м2,23 042 990 ₽,375 293 ₽ за м2,5.4,2/27,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,58 м2,23 049 722 ₽,397 409 ₽ за м2,5.4,21/27,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,53.8 м2,23 050 556 ₽,428 449 ₽ за м2,5.4,8/27,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,58 м2,23 055 348 ₽,397 506 ₽ за м2,5.8,7/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,55.95 м2,23 069 359 ₽,412 321 ₽ за м2,4.1,38/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,55.95 м2,23 105 000 ₽,412 958 ₽ за м2,4.1,39/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,60.9 м2,23 180 245 ₽,380 628 ₽ за м2,5.7,3/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,55.96 м2,23 195 699 ₽,414 505 ₽ за м2,4.1,41/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,56.2 м2,23 212 061 ₽,413 026 ₽ за м2,5.6,9/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,58.1 м2,23 247 262 ₽,400 125 ₽ за м2,5.4,24/27,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,56.57 м2,23 275 443 ₽,411 445 ₽ за м2,4.1,7/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,56.31 м2,23 286 155 ₽,413 535 ₽ за м2,5.0,13/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,60.5 м2,23 321 419 ₽,385 478 ₽ за м2,5.4,16/27,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,59.9 м2,23 334 164 ₽,389 552 ₽ за м2,5.7,10/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,61.6 м2,23 363 032 ₽,379 270 ₽ за м2,5.4,3/27,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,58 м2,23 364 778 ₽,402 841 ₽ за м2,5.8,10/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,57.87 м2,23 381 505 ₽,404 035 ₽ за м2,4.1,2/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,57.87 м2,23 458 472 ₽,405 365 ₽ за м2,4.1,3/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,57.87 м2,23 458 472 ₽,405 365 ₽ за м2,4.1,6/44,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,58 м2,23 494 176 ₽,405 072 ₽ за м2,5.8,8/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,58.24 м2,23 536 531 ₽,404 130 ₽ за м2,4.2,2/12,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,56.3 м2,23 538 748 ₽,418 095 ₽ за м2,5.0,17/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,59.9 м2,23 543 335 ₽,393 044 ₽ за м2,5.7,12/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,58 м2,23 567 314 ₽,406 333 ₽ за м2,5.8,12/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,56.3 м2,23 618 976 ₽,419 520 ₽ за м2,5.0,20/30,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,58.24 м2,23 702 515 ₽,406 980 ₽ за м2,4.2,4/12,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Кутузовском,Кунцевская,7 мин,2,58.24 м2,23 779 974 ₽,408 310 ₽ за м2,4.2,5/12,4 квартал 2027,,55.728573,37.432575,,"«Среда на Кутузовском» — место для тех, кто хочет вывести свой личный комфорт на новый уровень. Квартал бизнес-класса появится на западе Москвы в престижном, экологически чистом районе Кунцево. Проект сочетает в себе ритмичность и динамичность, которые так ценят жители современного мегаполиса, но при этом бережно вписан в окружающую среду и гармонично дополняет ее.",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,61.3 м2,23 790 346 ₽,388 097 ₽ за м2,5.4,16/27,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,60.9 м2,23 830 048 ₽,391 298 ₽ за м2,5.7,9/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,57.4 м2,23 902 565 ₽,416 421 ₽ за м2,5.3,10/13,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,58 м2,23 904 874 ₽,412 153 ₽ за м2,5.8,12/13,4 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,60.7 м2,23 969 640 ₽,394 887 ₽ за м2,5.4,4/4,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
Среда,Среда на Лобачевского,Аминьевская,7 мин,2,61.5 м2,23 981 310 ₽,389 940 ₽ за м2,5.4,8/27,2 квартал 2027,,55.69144,37.458804,,"Жилой комплекс бизнес-класса «Среда на Лобачевского» строится на западе Москвы — в Очаково-Матвеевском создается кластер для комфортной жизни в мегаполисе. Продуманный современный экстерьер и функциональные планировки внутри, приватные пространства и разнообразные досуговые зоны для каждого члена семьи — все это «Среда на Лобачевского».",,,,,,
