project,floor_number,total_floors,living_area,area,price,rooms,is_apartment,penthouse,metro_set.name,metro_set,settling_date_formatted
Богдановский Лес,6,12,27.96,41.45,6519836,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2026
Мытищи Парк,16,17,11.9,25.4,6594548,0,False,False,,"[{'name': 'Медведково', 'color': '#EF7E24', 'car_time': 25, 'walk_time': None, 'public_transport_time': None, 'cian_id': 69}]",Сдан
Богдановский Лес,4,12,32.42,52.74,7861397,2,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2026
Цветочные Поляны,9,10,19.95,36.34,6935511,1,False,False,,"[{'name': 'Филатов Луг', 'color': '#E42518', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",31 мар. 2026
Эко Бунино,14,14,9.3,21.28,7140271,0,False,False,,"[{'name': 'Новомосковская (Коммунарка)', 'color': '#E42518', 'car_time': None, 'walk_time': 25, 'public_transport_time': None, 'cian_id': None}, {'name': 'Бунинская аллея', 'color': '#BAC8E8', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 25}, {'name': 'Сосенки (строится)', 'color': '#03795F', 'car_time': None, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",31 дек. 2025
Мытищи Парк,4,11,19.73,34.61,6883964,1,False,False,,"[{'name': 'Медведково', 'color': '#EF7E24', 'car_time': 25, 'walk_time': None, 'public_transport_time': None, 'cian_id': 69}]",31 мар. 2026
Рублевский Квартал,3,9,10.46,36.35,6676952,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",10 сен. 2025
Богдановский Лес,12,12,27.73,52.53,7870570,2,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2026
Пятницкие Луга,3,12,28.65,43.69,6756484,1,False,False,,"[{'name': 'Пятницкое шоссе', 'color': '#0572B9', 'car_time': 12, 'walk_time': None, 'public_transport_time': None, 'cian_id': 244}]",30 авг. 2026
Рублевский Квартал,2,8,19.79,34.05,6749036,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",31 июл. 2025
Большое Путилково,11,25,10.91,21.76,7002847,0,False,False,,"[{'name': 'Сходненская', 'color': '#943F90', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': 122}, {'name': 'Митино', 'color': '#0572B9', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': 235}, {'name': 'Пятницкое шоссе', 'color': '#0572B9', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': 244}, {'name': 'Планерная', 'color': '#943F90', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': 94}]",30 апр. 2027
Пригород Лесное,17,17,22.71,37.0,6667918,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 сен. 2026
Мытищи Парк,6,17,20.8,32.5,6799043,1,False,False,,"[{'name': 'Медведково', 'color': '#EF7E24', 'car_time': 25, 'walk_time': None, 'public_transport_time': None, 'cian_id': 69}]",27 дек. 2025
Космический Квартал,16,16,21.68,36.35,6324100,1,False,False,,"[{'name': 'Ж/д ст. Болшево', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 15, 'public_transport_time': None, 'cian_id': None}, {'name': 'Ж/д ст. ""Фабрика 1 мая""', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 20, 'public_transport_time': None, 'cian_id': None}]",30 сен. 2027
Пригород Лесное,12,15,20.63,35.13,6724655,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",31 окт. 2026
Горки Парк,17,17,25.04,40.82,6553978,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 18, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",31 июл. 2026
Цветочные Поляны,16,16,14.6,43.2,7874620,1,False,False,,"[{'name': 'Филатов Луг', 'color': '#E42518', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",30 июн. 2025
Горки Парк,13,17,25.04,40.82,6554263,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 18, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",31 июл. 2026
Космический Квартал,10,17,21.68,37.12,6294327,1,False,False,,"[{'name': 'Ж/д ст. Болшево', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 15, 'public_transport_time': None, 'cian_id': None}, {'name': 'Ж/д ст. ""Фабрика 1 мая""', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 20, 'public_transport_time': None, 'cian_id': None}]",30 сен. 2027
Горки Парк,8,17,30.6,48.38,6470164,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 18, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 сен. 2026
Егорово Парк,8,12,10.79,36.51,6947853,1,False,False,,"[{'name': 'Котельники', 'color': '#943F90', 'car_time': 12, 'walk_time': None, 'public_transport_time': None, 'cian_id': 282}, {'name': 'МЦД-3 Томилино', 'color': '#FF8843', 'car_time': 3, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",30 апр. 2026
Молжаниново,7,7,12.32,22.92,7295217,0,False,False,,"[{'name': 'МЦД-3 Новоподрезково', 'color': '#FF8843', 'car_time': None, 'walk_time': 5, 'public_transport_time': None, 'cian_id': None}]",30 сен. 2026
Томилино Парк,8,17,26.34,40.25,7090310,1,False,False,,"[{'name': 'Котельники', 'color': '#943F90', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': 282}]",31 июл. 2025
Прибрежный Парк,10,12,20.48,33.43,6783214,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}, {'name': 'Ж/д ст. Ленинская', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 15, 'public_transport_time': None, 'cian_id': None}]",31 май. 2026
Егорово Парк,4,12,10.79,35.83,6353196,1,False,False,,"[{'name': 'Котельники', 'color': '#943F90', 'car_time': 12, 'walk_time': None, 'public_transport_time': None, 'cian_id': 282}, {'name': 'МЦД-3 Томилино', 'color': '#FF8843', 'car_time': 3, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",30 апр. 2026
Рублевский Квартал,3,8,19.79,34.17,6756666,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",31 июл. 2025
Рублевский Квартал,10,10,10.67,35.33,6721889,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",10 сен. 2025
Квартал Марьино,12,17,16.91,36.41,7169206,1,False,False,,"[{'name': 'Филатов Луг', 'color': '#E42518', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",30 июн. 2026
Пригород Лесное,14,17,22.71,37.72,6634910,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 сен. 2026
Новое Видное,12,12,27.91,40.59,6852224,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}, {'name': 'Ж/д ст. Калинина', 'color': '#FFFFFF', 'car_time': 5, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",31 дек. 2025
Новое Внуково,3,8,11.58,35.89,7076185,1,False,False,,"[{'name': 'МЦД-4 Кокошкино', 'color': '#40B280', 'car_time': 6, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'Аэропорт «Внуково»', 'color': '#FFCD1E', 'car_time': 16, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",30 июн. 2025
Егорово Парк,8,12,24.16,35.85,6333978,1,False,False,,"[{'name': 'Котельники', 'color': '#943F90', 'car_time': 12, 'walk_time': None, 'public_transport_time': None, 'cian_id': 282}, {'name': 'МЦД-3 Томилино', 'color': '#FF8843', 'car_time': 3, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",30 апр. 2026
Тропарево Парк,18,23,0.0,25.72,6859849,0,True,False,,"[{'name': 'Румянцево', 'color': '#E42518', 'car_time': None, 'walk_time': 10, 'public_transport_time': None, 'cian_id': 284}]",30 дек. 2026
Новоград Павлино,9,22,26.17,39.16,6659275,1,False,False,,"[{'name': 'МЦД-4 Железно\xadдорожная', 'color': '#40B280', 'car_time': 20, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'Некрасовка', 'color': '#DE64A1', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 373}]",30 июн. 2025
Богдановский Лес,12,12,27.96,41.57,6522416,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2026
Квартал Авиаторов,15,17,17.57,38.38,6234754,1,False,False,,"[{'name': 'Ж/д ст. Балашиха', 'color': '#FFFFFF', 'car_time': 5, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'м. Щелковская', 'color': '#0572B9', 'car_time': 20, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",29 мар. 2027
Богдановский Лес,2,12,25.04,47.81,7163201,2,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2026
Долина Яузы,8,24,11.67,24.44,6794931,0,False,False,,"[{'name': 'Ж/д ст. Перловская', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 10, 'public_transport_time': None, 'cian_id': None}]",31 окт. 2026
Богдановский Лес,6,12,27.96,41.57,6525451,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2026
Рублевский Квартал,7,12,10.68,35.34,6706675,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",10 сен. 2025
Прибрежный Парк,3,17,13.01,25.4,6758150,0,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}, {'name': 'Ж/д ст. Ленинская', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 15, 'public_transport_time': None, 'cian_id': None}]",Сдан
Новоград Павлино,19,22,27.85,42.89,6795363,1,False,False,,"[{'name': 'МЦД-4 Железно\xadдорожная', 'color': '#40B280', 'car_time': 20, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'Некрасовка', 'color': '#DE64A1', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 373}]",30 сен. 2025
Цветочные Поляны,10,10,19.95,36.34,6962708,1,False,False,,"[{'name': 'Филатов Луг', 'color': '#E42518', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",31 мар. 2026
Богдановский Лес,6,12,29.21,47.96,6462322,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2026
Новоград Павлино,20,22,22.65,37.11,6406708,1,False,False,,"[{'name': 'МЦД-4 Железно\xadдорожная', 'color': '#40B280', 'car_time': 20, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'Некрасовка', 'color': '#DE64A1', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 373}]",30 сен. 2025
Горки Парк,11,11,19.73,35.2,6739146,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 18, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 сен. 2026
Квартал Ивакино,8,14,19.73,34.2,6239367,1,False,False,,"[{'name': 'МЦД-1 Хлебниково', 'color': '#FFCD76', 'car_time': 12, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'МЦД-3 Химки', 'color': '#FF8843', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'Ховрино', 'color': '#4BAF4F', 'car_time': 20, 'walk_time': None, 'public_transport_time': None, 'cian_id': 349}]",31 мар. 2025
Квартал Марьино,16,17,23.45,36.03,7891543,1,False,False,,"[{'name': 'Филатов Луг', 'color': '#E42518', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",24 дек. 2026
Пятницкие Луга,9,12,27.52,40.38,6180765,1,False,False,,"[{'name': 'Пятницкое шоссе', 'color': '#0572B9', 'car_time': 12, 'walk_time': None, 'public_transport_time': None, 'cian_id': 244}]",30 авг. 2026
Новоград Павлино,7,22,26.19,39.16,6687226,1,False,False,,"[{'name': 'МЦД-4 Железно\xadдорожная', 'color': '#40B280', 'car_time': 20, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'Некрасовка', 'color': '#DE64A1', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 373}]",30 июн. 2025
Рублевский Квартал,5,7,19.79,34.78,6406198,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",31 июл. 2026
Богдановский Лес,8,12,27.96,41.45,6554240,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2026
Горки Парк,14,17,25.04,40.82,6573979,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 18, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",31 июл. 2026
Квартал Авиаторов,4,17,24.16,37.12,6315708,1,False,False,,"[{'name': 'Ж/д ст. Балашиха', 'color': '#FFFFFF', 'car_time': 5, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'м. Щелковская', 'color': '#0572B9', 'car_time': 20, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",29 мар. 2027
Рублевский Квартал,8,9,16.37,34.89,6405281,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",31 июл. 2026
Тропарево Парк,21,23,0.0,25.72,6893437,0,True,False,,"[{'name': 'Румянцево', 'color': '#E42518', 'car_time': None, 'walk_time': 10, 'public_transport_time': None, 'cian_id': 284}]",30 дек. 2026
Горки Парк,14,17,28.2,42.4,6320653,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 18, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2025
Прибрежный Парк,11,12,20.48,33.43,6800865,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}, {'name': 'Ж/д ст. Ленинская', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 15, 'public_transport_time': None, 'cian_id': None}]",31 май. 2026
Рублевский Квартал,7,8,24.22,36.41,6704542,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",31 июл. 2025
Прибрежный Парк,8,12,21.67,35.27,6748456,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}, {'name': 'Ж/д ст. Ленинская', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 15, 'public_transport_time': None, 'cian_id': None}]",31 май. 2026
Богдановский Лес,2,12,27.73,51.87,7903017,2,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2026
Горки Парк,11,11,27.61,42.32,7247723,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 18, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 сен. 2026
Рублевский Квартал,5,9,10.46,36.35,6710483,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",10 сен. 2025
Тропарево Парк,17,23,0.0,25.67,6902451,0,True,False,,"[{'name': 'Румянцево', 'color': '#E42518', 'car_time': None, 'walk_time': 10, 'public_transport_time': None, 'cian_id': 284}]",30 дек. 2026
Мытищи Парк,6,15,15.32,35.02,6422108,1,False,False,,"[{'name': 'Медведково', 'color': '#EF7E24', 'car_time': 25, 'walk_time': None, 'public_transport_time': None, 'cian_id': 69}]",31 мар. 2026
Рублевский Квартал,10,12,10.68,35.34,6756962,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",10 сен. 2025
Егорово Парк,9,12,19.89,32.63,6518397,1,False,False,,"[{'name': 'Котельники', 'color': '#943F90', 'car_time': 12, 'walk_time': None, 'public_transport_time': None, 'cian_id': 282}, {'name': 'МЦД-3 Томилино', 'color': '#FF8843', 'car_time': 3, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",30 апр. 2026
Тропарево Парк,23,23,0.0,25.72,6915261,0,True,False,,"[{'name': 'Румянцево', 'color': '#E42518', 'car_time': None, 'walk_time': 10, 'public_transport_time': None, 'cian_id': 284}]",30 дек. 2026
Рублевский Квартал,6,8,26.22,38.6,6657342,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",31 июл. 2025
Новоград Павлино,12,22,26.17,39.16,6715932,1,False,False,,"[{'name': 'МЦД-4 Железно\xadдорожная', 'color': '#40B280', 'car_time': 20, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'Некрасовка', 'color': '#DE64A1', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 373}]",30 июн. 2025
Мытищи Парк,13,17,20.77,35.12,6421306,1,False,False,,"[{'name': 'Медведково', 'color': '#EF7E24', 'car_time': 25, 'walk_time': None, 'public_transport_time': None, 'cian_id': 69}]",30 янв. 2027
Пригород Лесное,12,17,20.64,35.27,6768630,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",31 окт. 2026
Горки Парк,13,17,28.2,42.0,6354584,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 18, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2025
Новоград Павлино,22,22,27.85,42.89,6830190,1,False,False,,"[{'name': 'МЦД-4 Железно\xadдорожная', 'color': '#40B280', 'car_time': 20, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'Некрасовка', 'color': '#DE64A1', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 373}]",30 сен. 2025
Горки Парк,10,12,28.49,42.2,6350823,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 18, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2025
Рублевский Квартал,5,10,19.73,34.61,6784428,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",10 сен. 2025
Прибрежный Парк,8,17,10.01,33.34,6828632,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}, {'name': 'Ж/д ст. Ленинская', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 15, 'public_transport_time': None, 'cian_id': None}]",31 май. 2026
Мытищи Парк,12,15,14.53,33.13,6504711,1,False,False,,"[{'name': 'Медведково', 'color': '#EF7E24', 'car_time': 25, 'walk_time': None, 'public_transport_time': None, 'cian_id': 69}]",31 мар. 2026
Квартал Ивакино,3,11,28.15,41.4,7113736,1,False,False,,"[{'name': 'МЦД-1 Хлебниково', 'color': '#FFCD76', 'car_time': 12, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'МЦД-3 Химки', 'color': '#FF8843', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'Ховрино', 'color': '#4BAF4F', 'car_time': 20, 'walk_time': None, 'public_transport_time': None, 'cian_id': 349}]",31 дек. 2025
Мытищи Парк,14,17,20.44,33.61,6486596,1,False,False,,"[{'name': 'Медведково', 'color': '#EF7E24', 'car_time': 25, 'walk_time': None, 'public_transport_time': None, 'cian_id': 69}]",30 янв. 2027
Рублевский Квартал,8,9,19.73,34.81,6439015,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",31 июл. 2026
Рублевский Квартал,8,8,19.79,34.05,6805274,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",31 июл. 2025
Мытищи Парк,2,17,16.27,35.35,6417934,1,False,False,,"[{'name': 'Медведково', 'color': '#EF7E24', 'car_time': 25, 'walk_time': None, 'public_transport_time': None, 'cian_id': 69}]",30 янв. 2027
Мытищи Парк,9,14,27.67,40.96,7682662,1,False,False,,"[{'name': 'Медведково', 'color': '#EF7E24', 'car_time': 25, 'walk_time': None, 'public_transport_time': None, 'cian_id': 69}]",31 мар. 2026
Рублевский Квартал,7,9,24.16,35.86,6398177,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",31 июл. 2026
Горки Парк,17,17,28.2,42.4,6351016,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 18, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}]",30 июн. 2025
Новое Видное,12,12,12.7,26.48,7039046,0,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}, {'name': 'Ж/д ст. Калинина', 'color': '#FFFFFF', 'car_time': 5, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",31 дек. 2025
Эко Бунино,10,12,10.61,31.03,7930089,1,False,False,,"[{'name': 'Новомосковская (Коммунарка)', 'color': '#E42518', 'car_time': None, 'walk_time': 25, 'public_transport_time': None, 'cian_id': None}, {'name': 'Бунинская аллея', 'color': '#BAC8E8', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 25}, {'name': 'Сосенки (строится)', 'color': '#03795F', 'car_time': None, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",30 апр. 2027
Новое Видное,14,17,27.91,40.59,8595501,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}, {'name': 'Ж/д ст. Калинина', 'color': '#FFFFFF', 'car_time': 5, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",31 дек. 2025
Космический Квартал,14,17,21.68,37.12,6350601,1,False,False,,"[{'name': 'Ж/д ст. Болшево', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 15, 'public_transport_time': None, 'cian_id': None}, {'name': 'Ж/д ст. ""Фабрика 1 мая""', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 20, 'public_transport_time': None, 'cian_id': None}]",30 сен. 2027
Прибрежный Парк,4,17,21.66,35.27,6778471,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}, {'name': 'Ж/д ст. Ленинская', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 15, 'public_transport_time': None, 'cian_id': None}]",31 май. 2026
Квартал Марьино,2,12,28.25,40.8,7932729,1,False,False,,"[{'name': 'Филатов Луг', 'color': '#E42518', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",30 июн. 2026
Томилино Парк,11,17,26.34,40.25,7143709,1,False,False,,"[{'name': 'Котельники', 'color': '#943F90', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': 282}]",31 июл. 2025
Цветочные Поляны,6,17,11.36,33.46,6500575,1,False,False,,"[{'name': 'Филатов Луг', 'color': '#E42518', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",30 апр. 2027
Большое Путилково,9,16,10.79,21.82,7063243,0,False,False,,"[{'name': 'Сходненская', 'color': '#943F90', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': 122}, {'name': 'Митино', 'color': '#0572B9', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': 235}, {'name': 'Пятницкое шоссе', 'color': '#0572B9', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': 244}, {'name': 'Планерная', 'color': '#943F90', 'car_time': 10, 'walk_time': None, 'public_transport_time': None, 'cian_id': 94}]",30 апр. 2027
Новоград Павлино,22,22,22.09,42.71,7098200,2,False,False,,"[{'name': 'МЦД-4 Железно\xadдорожная', 'color': '#40B280', 'car_time': 20, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}, {'name': 'Некрасовка', 'color': '#DE64A1', 'car_time': 15, 'walk_time': None, 'public_transport_time': None, 'cian_id': 373}]",30 июн. 2025
Егорово Парк,11,12,10.79,36.51,7006525,1,False,False,,"[{'name': 'Котельники', 'color': '#943F90', 'car_time': 12, 'walk_time': None, 'public_transport_time': None, 'cian_id': 282}, {'name': 'МЦД-3 Томилино', 'color': '#FF8843', 'car_time': 3, 'walk_time': None, 'public_transport_time': None, 'cian_id': None}]",30 апр. 2026
Прибрежный Парк,6,12,15.74,35.22,6785133,1,False,False,,"[{'name': 'Домодедовская', 'color': '#4BAF4F', 'car_time': 30, 'walk_time': None, 'public_transport_time': None, 'cian_id': 39}, {'name': 'Ж/д ст. Ленинская', 'color': '#FFFFFF', 'car_time': None, 'walk_time': 15, 'public_transport_time': None, 'cian_id': None}]",31 май. 2026
Рублевский Квартал,4,9,19.73,34.71,6455088,1,False,False,,"[{'name': 'МЦД-1 Одинцово', 'color': '#FFCD76', 'car_time': 20, 'walk_time': None, 'public_transport_time': 30, 'cian_id': None}]",31 июл. 2026
