price,area,floor,rooms_number,complex,developer,address
28356870,55.7,,1,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28396000,62.0,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28402360,67.4,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28407470,68.9,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28411080,64.4,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28415840,67.4,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28423200,59.4,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28429610,66.1,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28438400,63.2,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28476208,69.4,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28514270,69.7,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28526100,64.5,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28618860,63.9,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28653670,69.7,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28771200,55.5,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28782000,46.8,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
28793070,69.7,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28855200,44.0,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
28941600,49.6,,1,Событие,Donstroi,"ул. Лобачевского, 114, Москва, 119361"
28955160,46.8,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
28992000,64.0,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
29018400,67.8,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
29071870,69.7,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
29104200,55.5,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
29153600,53.2,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
29190000,64.8,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
29211260,70.7,,3,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
29215200,55.5,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
29299360,64.3,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
29336520,64.1,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
29372720,46.3,,1,Событие,Donstroi,"ул. Лобачевского, 114, Москва, 119361"
29409500,44.9,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
29683790,46.1,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
29766400,64.0,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
29948040,49.2,,1,Событие,Donstroi,"ул. Лобачевского, 114, Москва, 119361"
30057090,63.5,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
30199500,45.0,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
30276400,44.0,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
30327800,69.4,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
30352290,70.9,,3,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
30380800,75.2,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
30413500,65.0,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
30429480,47.8,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
30459280,69.1,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
30734240,75.2,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
30773600,71.5,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
30847040,75.2,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
30873880,69.1,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
30884070,69.7,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
30905050,67.7,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
30934650,76.1,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
