price,area,floor,rooms_number,complex,developer,address
26913810,67.1,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27005496,34.8,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
27048010,67.1,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27055840,40.6,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
27135180,64.7,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27136080,59.6,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27160380,68.9,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27189630,66.3,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27229280,68.9,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27314432,64.0,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27445520,59.2,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27449820,64.2,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27470700,65.5,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27486030,47.3,,1,Событие,Donstroi,"ул. Лобачевского, 114, Москва, 119361"
27501440,38.8,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
27524640,62.4,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27567980,63.8,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27623800,59.0,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27710032,69.4,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27725740,40.6,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
27737981,43.4,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
27749960,59.6,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27841920,40.8,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
27878796,67.4,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27898760,60.4,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27964200,63.0,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
27997200,70.7,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28010160,62.4,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28012500,45.0,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
28019040,49.6,,1,Событие,Donstroi,"ул. Лобачевского, 114, Москва, 119361"
28092500,66.1,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28112200,38.3,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
28139500,67.4,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28189168,62.0,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28273200,64.0,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28297410,66.1,,2,Символ,Donstroi,"Москва, улица Крузенштерна, 2"
28344270,44.7,,1,Остров,Donstroi,"ул. Нижние Мнёвники, 37А строение 2, Москва, 123423"
