name,price,area,floor,rooms_number,project,meter_price
VR-1-1-К-3-2-6-302006,25730250.0,52.5,2,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",490100.0
VR-1-1-К-1-4-3-104021,17066640.0,26.7,4,0,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",639200.0
VR-1-1-К-1-2-2-102002,29491880.0,69.1,2,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",426800.0
VR-1-1-К-1-2-9-102009,26960850.0,56.7,2,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",475500.0
VR-1-1-К-1-2-3-102003,16185840.0,26.4,2,0,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",613100.0
VR-1-1-К-1-6-3-106039,17090500.0,26.6,6,0,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",642500.0
VR-1-1-К-1-6-5-106041,15756000.0,24.0,6,0,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",656500.0
VR-1-1-К-1-6-6-106042,23483120.0,52.7,6,1,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",445600.0
VR-1-1-К-1-12-4-112084,17340540.0,26.6,12,0,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",651900.0
VR-1-1-К-1-12-8-112088,31287080.0,67.4,12,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",464200.0
VR-1-1-К-1-12-6-112086,16029600.0,24.0,12,0,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",667900.0
VR-1-1-К-1-12-7-112087,27348860.0,53.9,12,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",507400.0
VR-1-1-К-1-15-1-115104,28858320.0,59.6,15,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",484200.0
VR-1-1-К-1-15-2-115105,23415000.0,44.6,15,1,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",525000.0
VR-1-1-К-1-4-9-104027,28049490.0,56.7,4,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",494700.0
VR-1-1-К-3-4-4-304017,22220880.0,44.3,4,1,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",501600.0
VR-1-1-К-3-39-2-339250,29386420.0,55.3,39,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",531400.0
VR-1-1-К-3-29-1-329187,29707320.0,56.2,29,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",528600.0
VR-1-1-К-3-39-3-339251,19678050.0,31.5,39,1,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",624700.0
VR-1-1-К-3-39-4-339252,19744990.0,32.3,39,1,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",611300.0
VR-1-1-К-4-4-4-404016,15348450.0,22.1,4,0,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",694500.0
VR-1-1-К-3-4-7-304020,26622750.0,52.5,4,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",507100.0
VR-1-1-К-3-12-1-312068,28644660.0,56.1,12,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",510600.0
VR-1-1-К-3-9-5-309051,13715480.0,20.6,9,0,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",665800.0
VR-1-1-К-3-6-5-306032,26889070.0,52.9,6,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",508300.0
VR-1-1-К-3-6-4-306031,23216760.0,49.8,6,1,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",466200.0
VR-1-1-К-3-4-2-304015,28208800.0,59.2,4,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",476500.0
VR-1-1-К-3-24-5-324156,15950100.0,23.7,24,0,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",673000.0
VR-1-1-К-3-24-6-324157,24606140.0,49.4,24,1,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",498100.0
VR-1-1-К-3-16-6-316101,22910800.0,45.1,16,1,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",508000.0
VR-1-1-К-3-16-5-316100,13964220.0,20.7,16,0,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",674600.0
VR-1-1-К-3-29-5-329191,16194640.0,23.9,29,0,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",677600.0
VR-1-1-К-3-34-1-334219,29937120.0,56.4,34,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",530800.0
VR-1-1-К-3-34-2-334220,29278900.0,55.4,34,2,"{'id': 103044, 'code': 'zhk-veer', 'name': 'VEER', 'marketing_image': '/upload/iblock/6b6/6b65f3b18e3c4fdbcf3ae9d467d51740/41dc008042332d4e9104dcc7a96c7743.jpg', 'title': 'Футуристичный мультиквартал бизнес-класса, идеально интегрированный в городской пейзаж', 'description': 'Это город в городе, воплощающий в себе идею многослойности и разгоняющий поток энергии столицы. Здесь вы будете открывать для себя все новые и новые вкладки бесконечного веера возможностей и адаптировать их под себя. VEER впечатляет своей многогранностью и дарит легкость бытия в самых разных его проявлениях. Быстрый доступ ко всем благам центра столицы, парки поблизости, впечатляющая спортивная и развлекательная инфраструктура на территории — VEER будет играть роль главного провайдера приятных эмоций.', 'is_private': False}",528500.0
